text,size
"{potus,uscis}",55
"{uscis,dhsgov}",44
"{h4ead,hr392}",37
"{noh1b,noh4ead}",37
"{realdonaldtrump,potus}",35
"{potus,dhsgov}",34
"{opt,cpt}",33
"{noh1b,nohr392}",33
"{noh4ead,nohr392}",33
"{eb1c,opt}",32
"{realdonaldtrump,uscis}",32
"{hr392,noh4ead}",31
"{hr392,noh1b}",31
"{maga,americafirst}",31
"{opt,h4}",30
"{nohr392,maga}",30
"{h4,cpt}",27
"{l1,eb1c}",27
"{kill,eb1c}",26
"{h4ead,opt}",25
