text,size
"{united,states}",111
"{white,house}",102
"{president,trump}",101
"{york,times}",96
"{re,enter}",84
"{york,newsletters}",83
"{invalid,email}",83
"{verify,re}",83
"{robot,clicking}",83
"{box,invalid}",83
"{times,newsletters}",83
"{select,newsletter}",83
"{email,address}",83
"{address,re}",83
"{invalid,address}",83
"{clicking,box}",83
"{box,email}",83
"{donald,trump}",82
"{president,donald}",74
"{trump,administration}",46
